Date,Capacity,Comments
# IBM Ramac 350 first HDD @ 3.75MB
# data 1980-2004 from http://ns1758.ca/winch/winchest.html
1980-01-15,0.026
1980-07-15,0.018
1981-09-15,0.005
1981-11-15,0.005
1981-12-15,0.0063
1981-12-15,0.01
1981-12-15,0.01
1981-12-15,0.019
1981-12-15,0.02
1981-12-15,0.026
1981-12-15,0.026
1983-12-15,0.006
1983-12-15,0.01
1983-12-15,0.01
1983-12-15,0.02
1983-12-15,0.01
1983-12-15,0.016
1983-12-15,0.021
1984-03-15,0.005
1984-03-15,0.005
1984-03-15,0.01
1984-03-15,0.01
1984-03-15,0.015
1984-03-15,0.015
1984-03-15,0.02
1984-03-15,0.02
1984-05-15,0.005
1984-05-15,0.006
1984-05-15,0.011
1984-05-15,0.01
1984-05-15,0.011
1984-05-15,0.01
1984-05-15,0.02
1984-05-15,0.015
1984-05-15,0.021
1984-05-15,0.01
1984-05-15,0.023
1985-07-15,0.01
1987-10-15,0.01
1987-10-15,0.02
1987-10-15,0.04
1988-05-15,0.02
1988-05-15,0.03
1988-05-15,0.045
1988-05-15,0.06
1988-05-15,0.25
1989-03-15,0.02
1989-03-15,0.04
1995-01-15,1.7
1995-01-15,2.1
1995-01-15,2.9
1995-04-15,0.24
1995-04-15,0.42
1995-04-15,0.52
1995-04-15,0.85
1995-04-15,1.2
1996-06-10,1.6
1996-08-14,1.76
1996-08-14,2.0
1996-09-15,2.5
1996-09-15,3.2
1997-08-13,2.1
1997-08-13,3.1
1997-08-13,4.0
1997-08-24,2.1
1997-08-24,3.1
1997-08-24,3.5
1997-08-24,4.3
1997-08-24,5.1
1997-09-05,7.0
1997-11-29,3.2
1997-11-29,3.2
1997-11-29,4.3
1997-11-29,4.3
1997-11-29,6.4
1997-11-29,6.4
1997-12-03,5.1
1997-12-03,6.4
1997-12-03,5.2
1997-12-03,7.0
1997-12-03,8.4
1998-01-16,6.4
1998-01-16,4.3
1998-01-16,6.4
1998-01-16,8.4
1998-02-03,5.2
1998-02-03,6.4
1998-04-02,5.1
1998-04-02,4.3
1998-04-02,6.4
1998-04-02,6.4
1998-04-04,5.2
1998-04-04,4.3
1998-04-04,6.4
1998-04-04,5.2
1998-04-04,9.0
1998-04-17,4.3
1998-04-17,5.2
1998-04-17,6.4
1998-05-02,6.4
1998-05-09,6.4
1998-05-11,3.2
1998-05-11,4.3
1998-05-11,5.2
1998-05-11,6.4
1998-06-06,5.7
1998-06-12,4.3
1998-06-12,6.4
1998-07-15,5.2
1998-07-31,5.1
1998-07-31,5.2
1998-07-31,6.4
1998-07-31,8.4
1998-07-31,6.4
1998-08-01,4.0
1998-08-06,5.1
1998-08-14,6.4
1998-08-26,6.4
1998-09-01,8.4
1998-09-01,6.8
1998-09-10,5.1
1998-10-01,6.4
1999-02-12,8.0
1999-02-26,8.4
1999-02-26,8.0
1999-02-27,19.2
1999-03-01,8.4
1999-03-01,10.2
1999-03-03,8.4
1999-03-03,10.2
1999-04-01,10.2
1999-04-01,8.4
1999-05-21,6.4
1999-05-27,10.2
1999-05-27,8.4
1999-05-27,17.3
1999-05-28,10.0
1999-07-21,8.4
1999-07-30,6.4
1999-09-25,10.2
1999-10-01,10.2
1999-10-01,13.6
1999-10-01,20.0
1999-10-01,27.3
1999-10-01,13.6
1999-12-01,20.5
1999-12-01,18.2
1999-12-01,10.2
1999-12-01,10.2
1999-12-01,13.0
1999-12-01,13.0
1999-12-01,20.4
1999-12-01,17.3
1999-12-01,27.3
1999-12-01,17.3
2000-02-01,10.2
2000-02-01,20.4
2000-02-01,13.6
2000-02-01,12.9
2000-02-01,13.6
2000-02-01,13.0
2000-02-01,17.3
2000-02-01,27.3
2000-02-01,17.3
2000-02-01,17.3
2000-02-01,20.4
2000-04-01,20.5
2000-04-01,15.2
2000-04-01,20.0
2000-04-01,15.0
2000-04-01,17.2
2000-04-01,28.0
2000-04-01,17.3
2000-04-01,20.3
2000-04-01,17.0
2000-04-01,27.0
2000-04-01,20.4
2000-04-01,36.5
2000-04-01,27.0
2000-04-01,20.0
2000-04-01,20.0
2000-04-01,30.0
2000-05-12,13.6
2000-05-12,30.0
2000-05-12,40.0
2000-06-02,15.0
2000-08-01,15.0
2000-08-01,30.5
2000-08-01,20.0
2000-08-19,40.9
2000-08-19,15.3
2000-08-19,30.7
2000-08-19,20.4
2000-08-19,30.7
2000-08-25,15.0
2000-08-25,40.0
2000-08-25,30.0
2000-10-27,30.7
2000-10-27,40.9
2000-10-27,61.4
2000-10-27,81.9
2000-10-27,30.7
2000-10-27,40.9
2000-11-01,30.0
2000-12-13,30.0
2000-12-20,80.0
2001-01-14,61.0
2001-01-14,82.0
2001-01-14,40.0
2001-04-25,40.0
2001-04-25,30.0
2001-04-25,40.0
2001-05-01,30.0
2001-05-01,82.0
2001-05-01,61.0
2001-05-01,40.0
2001-06-28,40.0
2001-07-06,60.0
2001-07-20,80.0
2001-08-31,60.0
2001-11-30,100.0
2001-12-01,40.0
2002-03-08,40.0
2002-07-27,40.0
2002-08-09,100.0
2002-08-16,60.0
2002-08-16,80.0
2002-08-23,40.0
2002-08-30,100.0
2002-09-06,120.0
2002-09-06,40.0
2002-09-20,40.0
2002-09-20,60.0
2003-10-11,40.0
2003-10-11,120.0
2003-11-29,80.0
2003-11-29,80.0
2003-11-29,120.0
2003-11-29,120.0
2003-11-29,80.0
2003-11-29,120.0
2004-03-27,160.0
2004-03-27,160.0
2004-03-27,250.0
2004-03-27,80.0
2004-03-27,80.0
2004-03-27,120.0
2004-03-27,120.0
2004-04-02,160.0
2004-04-16,250.0
# 2005-2007 from update of http://ns1758.ca/winch/winchest.html
2005-01-07,160.0
2005-12-16,250.0
2007-10-16,250.0
2007-10-16,500.0
2007-10-16,1000.0
2008-03-02,150.0,"2008-03-01: available 3.5 inch internal drives from newegg.com"
2008-03-02,250.0
2008-03-02,500.0
2008-03-02,1000.0
2009-01-03,250.0,"2009 02 02 2000 # this datapoint seems to be a mistake"
2009-01-03,500.0,"2009-01-03 3.5 inch drives from newegg.com not counting 2.5 inch server drive in 3.5 inch enclosure"
2009-01-03,1500.0
2009-01-20,2000.0
2010-08-23,3000.0,"3TB: http://www.anandtech.com/show/3858/ (First 3TB Seagate)"
2011-09-07,4000.0,"4 TB: http://www.anandtech.com/show/4738/ (first 4TB Seagate)"
2014-05-15,300.0,"2014-05-15: available 3.5 inch internal drives from newegg.com"
2014-05-15,500.0
2014-05-15,1000.0
2014-05-15,2000.0
2014-05-15,3000.0
2014-05-15,4000.0
# Johannes Kalliauer updated with data from https://de.wikipedia.org/wiki/Festplattenlaufwerk#Entwicklung_der_Speicherkapazit%C3%A4ten_der_verschiedenen_Baugr%C3%B6%C3%9Fen
2014-10-31,8000.0,"HGST Ultrastar He8"; 3.5 inch; 7 platter;" with Helium"
2015-06-30,10000.0,"HGST Ultrastar Archive Ha10"; 3.5 inch; 7 platter;" with Helium"
2016-12-31,12000.0,"HGST Ultrastar He10"; 3.5 inch; 8 platter;" with Helium"
2017-12-31,14000.0,"Toshiba Enterprise MG07ACA"; 3.5 inch; 9 platter;" with Helium"
2018-12-26,14000.0
# Eheran updated all numbers/dates sourced from hardwareschotte.de dates these were on the marked
2019-05-26,16000.0,"Seagate IronWolf ST16000VN001 and ST16000NE000"
2020-05-15,18000.0,"Western Digital WD Gold WD181KRYZ"
2021-11-23,20000.0,"Western Digital Ultrastar DC HC560"
2022-07-26,22000.0,"Western Digital WD Gold WD221KRYZ"
2023-12-06,24000.0,"Western Digital WD Gold WD241KRYZ"
